id,X4,X11,X18,X26,X50,X3112
154220505,0.8323832154273987,129.0507049560547,16308.3564453125,2945.80419921875,15.607876777648926,332495.65625
195736552,0.8193332552909851,128.58851623535156,16035.6552734375,2872.86572265625,15.10368824005127,325339.28125
182701773,0.885597288608551,132.8892822265625,16150.3603515625,2888.342041015625,15.08814525604248,327707.25
27688500,0.8604022264480591,128.11370849609375,16007.26953125,2866.024169921875,15.40125560760498,324764.90625
195825045,0.9700636863708496,135.24449157714844,16314.19140625,2923.201171875,15.409648895263672,331632.53125
90218281,0.8823086023330688,127.05884552001953,15982.4755859375,2868.04248046875,15.324082374572754,324566.9375
184784126,0.8276157975196838,141.18984985351562,17656.353515625,3172.117919921875,16.743865966796875,359017.65625
196505896,0.7355462908744812,127.13531494140625,15958.091796875,2863.606201171875,15.15056324005127,324061.28125
190205411,0.7697539925575256,128.90008544921875,16253.837890625,2911.015625,15.217541694641113,329437.8125
193155678,0.8909814357757568,130.42372131347656,15799.76953125,2828.572265625,14.856423377990723,320905.53125
196236454,0.6711500287055969,128.04998779296875,15961.9990234375,2844.457763671875,14.737142562866211,322656.03125
88250214,0.824541449546814,131.49827575683594,16132.1376953125,2880.780517578125,14.994668006896973,326849.4375
191944528,0.7378465533256531,125.9804458618164,15807.515625,2833.8623046875,14.828277587890625,320763.03125
195493725,0.7820411324501038,128.6951446533203,16039.3134765625,2876.788330078125,15.160480499267578,325778.8125
70134978,0.7863757014274597,128.80149841308594,15983.1474609375,2859.36767578125,15.196125030517578,324125.78125
133890184,0.886110246181488,128.16720581054688,15847.3271484375,2842.11474609375,15.33600902557373,322064.34375
68444641,0.905648410320282,128.68450927734375,16190.77734375,2907.06787109375,15.567817687988281,328924.90625
192180569,0.8403750061988831,125.67157745361328,15855.1845703125,2848.2509765625,15.07646369934082,322076.25
196586748,0.8973760008811951,130.64434814453125,16284.4375,2915.238525390625,15.574889183044434,330343.9375
195485068,0.9521808624267578,131.63670349121094,16444.1171875,2971.608642578125,15.851819038391113,335605.78125
195545760,0.8278178572654724,127.24266815185547,15900.85546875,2846.00830078125,15.057856559753418,322413.40625
189067868,0.8261933922767639,129.2193603515625,16297.732421875,2929.469482421875,15.473021507263184,331194.21875
131023803,0.8158841729164124,135.16404724121094,16584.255859375,2962.23193359375,15.457551956176758,336048.78125
194368572,0.8377531170845032,131.2343292236328,16035.310546875,2865.720947265625,14.968955993652344,325112.9375
189725896,0.8956949710845947,128.84295654296875,15917.765625,2854.68798828125,15.194677352905273,323411.46875
173252815,0.8832509517669678,130.79571533203125,16011.9521484375,2870.910400390625,15.151518821716309,325449.09375
195533521,0.6141586899757385,128.9083251953125,16241.5390625,2899.439208984375,14.858006477355957,328400.21875
195745232,0.8098128437995911,130.38658142089844,16206.5830078125,2895.822021484375,15.282485008239746,328324.875
167228481,0.8129236102104187,127.22162628173828,16045.91015625,2881.088134765625,15.184489250183105,325830.90625
95065732,0.8047098517417908,133.55589294433594,16523.564453125,2959.530517578125,15.582924842834473,335462.1875
195765481,0.7871513962745667,132.58480834960938,16302.78125,2907.956298828125,15.047492980957031,329962.75
196106550,0.8691501021385193,129.9488067626953,15968.509765625,2858.270263671875,15.090988159179688,324103.78125
164667216,0.7855303883552551,128.95944213867188,16140.0849609375,2882.749267578125,15.233377456665039,326792.59375
196427019,0.821192741394043,128.25094604492188,16024.82421875,2865.9677734375,15.166756629943848,324763.78125
106805402,0.9201943874359131,148.1056671142578,18555.76953125,3342.625244140625,17.570459365844727,377803.03125
195791417,0.6965927481651306,126.97547912597656,15970.6083984375,2856.713134765625,14.902205467224121,323541.21875
139349381,0.8501829504966736,130.5862579345703,15976.16015625,2860.335205078125,15.036242485046387,324442.4375
193429351,0.7632521986961365,129.1204376220703,16049.8896484375,2867.792236328125,14.956709861755371,325067.75
194639882,0.7863626480102539,125.34161376953125,15610.6904296875,2790.06396484375,14.780837059020996,316297.5
153077808,0.8526461720466614,130.04864501953125,16115.96875,2886.558837890625,15.450743675231934,327149.59375
175180283,0.787479817867279,133.1256103515625,16337.888671875,2914.16796875,15.060202598571777,330687.90625
129383924,0.7751004695892334,129.09146118164062,16189.232421875,2918.084716796875,15.419347763061523,329818.78125
194749428,0.8595907092094421,131.214111328125,16047.275390625,2873.23193359375,15.130814552307129,325888.6875
194821149,0.8693235516548157,131.05657958984375,15940.115234375,2846.070556640625,14.724699020385742,323021.5
195656804,0.6570273637771606,128.1271209716797,16102.7373046875,2874.460693359375,14.888681411743164,325704.65625
187922795,0.7752771973609924,126.11917114257812,15924.8935546875,2869.881591796875,15.114914894104004,324151.96875
107367396,0.79607093334198,129.70465087890625,16368.0322265625,2946.65966796875,15.513765335083008,332954.40625
194295516,0.813383162021637,130.0531463623047,16093.51953125,2877.631103515625,15.14454460144043,326282.0
194215752,0.8912591338157654,129.10874938964844,15989.759765625,2866.69921875,15.214635848999023,324756.0625
195654943,0.7806356549263,127.83193969726562,15931.0390625,2853.7958984375,14.978440284729004,323262.59375
195782073,0.6401956677436829,126.09745788574219,15895.95703125,2841.455322265625,14.644547462463379,321705.4375
194674247,0.824600875377655,127.06438446044922,16015.71875,2873.489990234375,15.179859161376953,325079.84375
